frame,time_s,ball_x,ball_y,ball_w,ball_h,cross_x,cross_y
1869,31.15,989.0,673.0,10.0,9.0,960,540
1870,31.167,990.0,674.0,10.0,9.0,960,540
1871,31.183,991.0,674.0,10.0,9.0,960,540
1872,31.2,992.0,676.0,10.0,9.0,960,540
1873,31.217,993.0,677.0,10.0,9.0,960,540
1874,31.233,993.0,678.0,10.0,9.0,960,540
1875,31.25,994.0,679.0,10.0,9.0,960,540
1876,31.267,994.0,679.0,10.0,9.0,960,540
1877,31.283,995.0,679.0,10.0,9.0,960,540
1878,31.3,995.0,679.0,10.0,9.0,960,540
1879,31.317,995.0,677.0,10.0,9.0,960,540
1880,31.333,995.0,674.0,10.0,9.0,960,540
1881,31.35,992.0,664.0,10.0,9.0,960,540
1882,31.367,988.0,655.0,10.0,9.0,960,540
1883,31.383,983.0,642.0,10.0,9.0,960,540
1884,31.4,981.0,631.0,10.0,9.0,960,540
1885,31.417,,,,,960,540
1886,31.433,,,,,960,540
1887,31.45,1231.0,424.0,9.0,9.0,960,540
1888,31.467,1229.0,410.0,9.0,9.0,960,540
1889,31.483,1228.0,404.0,9.0,9.0,960,540
1890,31.5,1226.0,399.0,9.0,9.0,960,540
1891,31.517,1225.0,397.0,9.0,9.0,960,540
1892,31.533,1224.0,395.0,9.0,9.0,960,540
1893,31.55,1224.0,390.0,9.0,9.0,960,540
1894,31.567,1222.0,389.0,9.0,9.0,960,540
1895,31.583,1222.0,385.0,9.0,9.0,960,540
1896,31.6,1221.0,383.0,9.0,9.0,960,540
1897,31.617,1219.0,380.0,9.0,9.0,960,540
1898,31.633,1219.0,380.0,9.0,9.0,960,540
1899,31.65,1219.0,379.0,9.0,9.0,960,540
1900,31.667,1219.0,379.0,9.0,9.0,960,540
1901,31.683,1218.0,379.0,9.0,9.0,960,540
1902,31.7,1219.0,378.0,9.0,9.0,960,540
1903,31.717,1219.0,378.0,9.0,9.0,960,540
1904,31.733,1220.0,377.0,9.0,9.0,960,540
1905,31.75,1219.0,377.0,9.0,9.0,960,540
1906,31.767,1218.0,377.0,9.0,9.0,960,540
1907,31.783,1211.0,380.0,9.0,9.0,960,540
1908,31.8,1195.0,386.0,9.0,9.0,960,540
1909,31.817,,,,,960,540
1910,31.833,,,,,960,540
1911,31.85,,,,,960,540
1912,31.867,,,,,960,540
1913,31.883,,,,,960,540
1914,31.9,,,,,960,540
1915,31.917,,,,,960,540
1916,31.933,,,,,960,540
1917,31.95,,,,,960,540
1918,31.967,,,,,960,540
1919,31.983,,,,,960,540
1920,32.0,,,,,960,540
1921,32.017,,,,,960,540
1922,32.033,,,,,960,540
1923,32.05,,,,,960,540
1924,32.067,,,,,960,540
1925,32.083,,,,,960,540
1926,32.1,,,,,960,540
1927,32.117,,,,,960,540
1928,32.133,,,,,960,540
1929,32.15,,,,,960,540
1930,32.167,,,,,960,540
1931,32.183,,,,,960,540
1932,32.2,,,,,960,540
1933,32.217,,,,,960,540
1934,32.233,,,,,960,540
1935,32.25,,,,,960,540
1936,32.267,,,,,960,540
1937,32.283,,,,,960,540
1938,32.3,,,,,960,540
1939,32.317,,,,,960,540
1940,32.333,,,,,960,540
1941,32.35,,,,,960,540
1942,32.367,,,,,960,540
1943,32.383,,,,,960,540
1944,32.4,,,,,960,540
1945,32.417,,,,,960,540
1946,32.433,,,,,960,540
1947,32.45,,,,,960,540
1948,32.467,,,,,960,540
1949,32.483,,,,,960,540
1950,32.5,,,,,960,540
1951,32.517,,,,,960,540
1952,32.533,,,,,960,540
1953,32.55,,,,,960,540
1954,32.567,,,,,960,540
1955,32.583,,,,,960,540
1956,32.6,,,,,960,540
1957,32.617,,,,,960,540
1958,32.633,,,,,960,540
1959,32.65,,,,,960,540
1960,32.667,,,,,960,540
1961,32.683,,,,,960,540
1962,32.7,,,,,960,540
1963,32.717,,,,,960,540
1964,32.733,,,,,960,540
1965,32.75,,,,,960,540
1966,32.767,,,,,960,540
1967,32.783,,,,,960,540
1968,32.8,,,,,960,540
1969,32.817,,,,,960,540
1970,32.833,,,,,960,540
1971,32.85,,,,,960,540
1972,32.867,,,,,960,540
1973,32.883,,,,,960,540
1974,32.9,,,,,960,540
1975,32.917,,,,,960,540
1976,32.933,,,,,960,540
1977,32.95,,,,,960,540
1978,32.967,,,,,960,540
1979,32.983,,,,,960,540
1980,33.0,,,,,960,540
1981,33.017,,,,,960,540
1982,33.033,,,,,960,540
1983,33.05,,,,,960,540
1984,33.067,,,,,960,540
1985,33.083,,,,,960,540
1986,33.1,,,,,960,540
1987,33.117,,,,,960,540
1988,33.133,,,,,960,540
1989,33.15,,,,,960,540
1990,33.167,,,,,960,540
1991,33.183,,,,,960,540
1992,33.2,,,,,960,540
1993,33.217,,,,,960,540
1994,33.233,,,,,960,540
1995,33.25,,,,,960,540
1996,33.267,,,,,960,540
1997,33.283,,,,,960,540
1998,33.3,,,,,960,540
1999,33.317,,,,,960,540
2000,33.333,,,,,960,540
2001,33.35,,,,,960,540
2002,33.367,,,,,960,540
2003,33.383,,,,,960,540
2004,33.4,,,,,960,540
2005,33.417,,,,,960,540
2006,33.433,634.0,937.0,13.0,13.0,960,540
2007,33.45,,,,,960,540
2008,33.467,625.0,854.0,12.0,11.0,960,540
2009,33.483,,,,,960,540
2010,33.5,608.0,781.0,12.0,10.0,960,540
2011,33.517,,,,,960,540
2012,33.533,,,,,960,540
2013,33.55,581.0,735.0,13.0,11.0,960,540
2014,33.567,576.0,730.0,13.0,11.0,960,540
2015,33.583,575.0,728.0,13.0,11.0,960,540
2016,33.6,573.0,725.0,13.0,11.0,960,540
2017,33.617,573.0,721.0,13.0,11.0,960,540
2018,33.633,570.0,711.0,13.0,11.0,960,540
2019,33.65,569.0,699.0,13.0,11.0,960,540
2020,33.667,566.0,685.0,13.0,11.0,960,540
2021,33.683,563.0,665.0,13.0,11.0,960,540
2022,33.7,559.0,650.0,13.0,11.0,960,540
2023,33.717,556.0,637.0,13.0,11.0,960,540
2024,33.733,552.0,622.0,13.0,11.0,960,540
2025,33.75,550.0,612.0,13.0,11.0,960,540
2026,33.767,547.0,603.0,13.0,11.0,960,540
2027,33.783,545.0,594.0,13.0,11.0,960,540
2028,33.8,544.0,589.0,13.0,11.0,960,540
2029,33.817,543.0,585.0,13.0,11.0,960,540
2030,33.833,543.0,580.0,13.0,11.0,960,540
2031,33.85,543.0,576.0,13.0,11.0,960,540
2032,33.867,542.0,574.0,13.0,11.0,960,540
2033,33.883,542.0,570.0,13.0,11.0,960,540
2034,33.9,542.0,569.0,13.0,11.0,960,540
2035,33.917,542.0,568.0,13.0,11.0,960,540
2036,33.933,541.0,569.0,13.0,11.0,960,540
2037,33.95,542.0,568.0,13.0,11.0,960,540
2038,33.967,541.0,568.0,13.0,11.0,960,540
2039,33.983,541.0,567.0,13.0,11.0,960,540
2040,34.0,540.0,566.0,13.0,11.0,960,540
2041,34.017,539.0,564.0,13.0,11.0,960,540
2042,34.033,538.0,562.0,13.0,11.0,960,540
2043,34.05,537.0,562.0,13.0,11.0,960,540
2044,34.067,537.0,560.0,13.0,11.0,960,540
2045,34.083,536.0,561.0,13.0,11.0,960,540
2046,34.1,536.0,560.0,13.0,11.0,960,540
2047,34.117,536.0,561.0,13.0,11.0,960,540
2048,34.133,537.0,560.0,13.0,11.0,960,540
2049,34.15,536.0,560.0,13.0,11.0,960,540
2050,34.167,536.0,560.0,13.0,11.0,960,540
2051,34.183,540.0,559.0,13.0,11.0,960,540
2052,34.2,547.0,554.0,13.0,11.0,960,540
2053,34.217,563.0,549.0,13.0,11.0,960,540
2054,34.233,,,,,960,540
2055,34.25,616.0,524.0,11.0,10.0,960,540
2056,34.267,,,,,960,540
2057,34.283,,,,,960,540
2058,34.3,1017.0,51.0,11.0,12.0,960,540
2059,34.317,1027.0,47.0,11.0,12.0,960,540
2060,34.333,1046.0,40.0,11.0,12.0,960,540
2061,34.35,1053.0,37.0,11.0,12.0,960,540
2062,34.367,1057.0,36.0,11.0,12.0,960,540
2063,34.383,1058.0,36.0,11.0,12.0,960,540
2064,34.4,1057.0,35.0,11.0,12.0,960,540
2065,34.417,1057.0,33.0,11.0,12.0,960,540
2066,34.433,1058.0,32.0,11.0,12.0,960,540
2067,34.45,1057.0,30.0,11.0,12.0,960,540
2068,34.467,1059.0,28.0,11.0,12.0,960,540
2069,34.483,1059.0,25.0,11.0,12.0,960,540
2070,34.5,1059.0,24.0,11.0,12.0,960,540
2071,34.517,1059.0,21.0,11.0,12.0,960,540
2072,34.533,1058.0,20.0,11.0,12.0,960,540
2073,34.55,1058.0,19.0,11.0,12.0,960,540
2074,34.567,1058.0,18.0,11.0,12.0,960,540
2075,34.583,1057.0,18.0,11.0,12.0,960,540
2076,34.6,1058.0,17.0,11.0,12.0,960,540
2077,34.617,1057.0,17.0,11.0,12.0,960,540
2078,34.633,1058.0,17.0,11.0,12.0,960,540
2079,34.65,1058.0,20.0,11.0,12.0,960,540
2080,34.667,1060.0,26.0,11.0,12.0,960,540
2081,34.683,1062.0,36.0,11.0,12.0,960,540
2082,34.7,1069.0,49.0,11.0,12.0,960,540
2083,34.717,1074.0,58.0,11.0,12.0,960,540
2084,34.733,1080.0,66.0,11.0,12.0,960,540
2085,34.75,1085.0,72.0,11.0,12.0,960,540
2086,34.767,1088.0,76.0,11.0,12.0,960,540
2087,34.783,1090.0,79.0,11.0,12.0,960,540
2088,34.8,1091.0,81.0,11.0,12.0,960,540
2089,34.817,1091.0,82.0,11.0,12.0,960,540
2090,34.833,1092.0,82.0,11.0,12.0,960,540
2091,34.85,1093.0,83.0,11.0,12.0,960,540
2092,34.867,1096.0,85.0,11.0,12.0,960,540
2093,34.883,1098.0,87.0,11.0,12.0,960,540
2094,34.9,1102.0,88.0,11.0,12.0,960,540
2095,34.917,1106.0,90.0,11.0,12.0,960,540
2096,34.933,1108.0,91.0,11.0,12.0,960,540
2097,34.95,1109.0,90.0,11.0,12.0,960,540
2098,34.967,1110.0,90.0,11.0,12.0,960,540
2099,34.983,1110.0,90.0,11.0,12.0,960,540
2100,35.0,1109.0,90.0,11.0,12.0,960,540
2101,35.017,1109.0,90.0,11.0,12.0,960,540
2102,35.033,1107.0,90.0,11.0,12.0,960,540
2103,35.05,1096.0,94.0,11.0,12.0,960,540
2104,35.067,1085.0,99.0,11.0,12.0,960,540
2105,35.083,,,,,960,540
2106,35.1,1045.0,120.0,10.0,10.0,960,540
2107,35.117,1029.0,130.0,10.0,10.0,960,540
2108,35.133,1015.0,141.0,10.0,10.0,960,540
2109,35.15,,,,,960,540
2110,35.167,825.0,318.0,10.0,9.0,960,540
2111,35.183,820.0,321.0,10.0,9.0,960,540
2112,35.2,816.0,325.0,10.0,9.0,960,540
2113,35.217,815.0,327.0,10.0,9.0,960,540
2114,35.233,814.0,328.0,10.0,9.0,960,540
2115,35.25,814.0,329.0,10.0,9.0,960,540
2116,35.267,813.0,331.0,10.0,9.0,960,540
2117,35.283,813.0,331.0,10.0,9.0,960,540
2118,35.3,812.0,331.0,10.0,9.0,960,540
2119,35.317,812.0,333.0,10.0,9.0,960,540
2120,35.333,812.0,332.0,10.0,9.0,960,540
2121,35.35,812.0,333.0,10.0,9.0,960,540
2122,35.367,813.0,333.0,10.0,9.0,960,540
2123,35.383,813.0,333.0,10.0,9.0,960,540
2124,35.4,812.0,333.0,10.0,9.0,960,540
2125,35.417,812.0,333.0,10.0,9.0,960,540
2126,35.433,812.0,333.0,10.0,9.0,960,540
2127,35.45,815.0,334.0,10.0,9.0,960,540
2128,35.467,820.0,334.0,10.0,9.0,960,540
2129,35.483,,,,,960,540
2130,35.5,868.0,339.0,10.0,9.0,960,540
2131,35.517,,,,,960,540
2132,35.533,1092.0,178.0,10.0,9.0,960,540
2133,35.55,,,,,960,540
2134,35.567,1146.0,175.0,10.0,10.0,960,540
2135,35.583,1164.0,175.0,10.0,10.0,960,540
2136,35.6,1177.0,175.0,10.0,10.0,960,540
2137,35.617,1191.0,175.0,10.0,10.0,960,540
2138,35.633,1197.0,175.0,10.0,10.0,960,540
2139,35.65,1201.0,175.0,10.0,10.0,960,540
2140,35.667,1203.0,176.0,10.0,10.0,960,540
2141,35.683,1204.0,177.0,10.0,10.0,960,540
2142,35.7,1205.0,177.0,10.0,10.0,960,540
2143,35.717,1208.0,177.0,10.0,10.0,960,540
2144,35.733,1211.0,178.0,10.0,10.0,960,540
2145,35.75,1213.0,178.0,10.0,10.0,960,540
2146,35.767,1213.0,178.0,10.0,10.0,960,540
2147,35.783,1213.0,178.0,10.0,10.0,960,540
2148,35.8,1214.0,178.0,10.0,10.0,960,540
2149,35.817,1213.0,178.0,10.0,10.0,960,540
2150,35.833,1213.0,178.0,10.0,10.0,960,540
2151,35.85,1213.0,178.0,10.0,10.0,960,540
2152,35.867,1214.0,178.0,10.0,10.0,960,540
2153,35.883,1216.0,177.0,10.0,10.0,960,540
2154,35.9,1225.0,172.0,10.0,10.0,960,540
2155,35.917,1233.0,167.0,10.0,10.0,960,540
2156,35.933,1241.0,162.0,10.0,10.0,960,540
2157,35.95,,,,,960,540
2158,35.967,1087.0,317.0,10.0,9.0,960,540
2159,35.983,1096.0,312.0,10.0,9.0,960,540
2160,36.0,1106.0,307.0,10.0,9.0,960,540
2161,36.017,1112.0,304.0,10.0,9.0,960,540
2162,36.033,1115.0,302.0,10.0,9.0,960,540
2163,36.05,1117.0,301.0,10.0,9.0,960,540
2164,36.067,1118.0,301.0,10.0,9.0,960,540
2165,36.083,1119.0,301.0,10.0,9.0,960,540
2166,36.1,1119.0,300.0,10.0,9.0,960,540
2167,36.117,1121.0,299.0,10.0,9.0,960,540
2168,36.133,1122.0,299.0,10.0,9.0,960,540
2169,36.15,1124.0,297.0,10.0,9.0,960,540
2170,36.167,1126.0,296.0,10.0,9.0,960,540
2171,36.183,1128.0,295.0,10.0,9.0,960,540
2172,36.2,1129.0,294.0,10.0,9.0,960,540
2173,36.217,1130.0,294.0,10.0,9.0,960,540
2174,36.233,1130.0,294.0,10.0,9.0,960,540
2175,36.25,1131.0,294.0,10.0,9.0,960,540
2176,36.267,1131.0,293.0,10.0,9.0,960,540
2177,36.283,1131.0,294.0,10.0,9.0,960,540
2178,36.3,1131.0,294.0,10.0,9.0,960,540
2179,36.317,1132.0,294.0,10.0,9.0,960,540
2180,36.333,1137.0,292.0,10.0,9.0,960,540
2181,36.35,1147.0,288.0,10.0,9.0,960,540
2182,36.367,,,,,960,540
2183,36.383,1200.0,261.0,12.0,11.0,960,540
2184,36.4,,,,,960,540
2185,36.417,1257.0,237.0,12.0,10.0,960,540
2186,36.433,,,,,960,540
2187,36.45,1349.0,204.0,14.0,12.0,960,540
2188,36.467,,,,,960,540
2189,36.483,1406.0,188.0,15.0,13.0,960,540
2190,36.5,1422.0,184.0,15.0,13.0,960,540
2191,36.517,1441.0,181.0,15.0,13.0,960,540
2192,36.533,1452.0,181.0,15.0,13.0,960,540
2193,36.55,1460.0,181.0,15.0,13.0,960,540
2194,36.567,1464.0,180.0,15.0,13.0,960,540
2195,36.583,1471.0,180.0,15.0,13.0,960,540
2196,36.6,1477.0,181.0,15.0,13.0,960,540
2197,36.617,1482.0,182.0,15.0,13.0,960,540
2198,36.633,1492.0,183.0,15.0,13.0,960,540
2199,36.65,1499.0,185.0,15.0,13.0,960,540
2200,36.667,1506.0,185.0,15.0,13.0,960,540
2201,36.683,1518.0,187.0,15.0,13.0,960,540
2202,36.7,1523.0,187.0,15.0,13.0,960,540
2203,36.717,1526.0,188.0,15.0,13.0,960,540
2204,36.733,1527.0,189.0,15.0,13.0,960,540
2205,36.75,1527.0,188.0,15.0,13.0,960,540
2206,36.767,1528.0,189.0,15.0,13.0,960,540
2207,36.783,1530.0,189.0,15.0,13.0,960,540
2208,36.8,1530.0,189.0,15.0,13.0,960,540
2209,36.817,1531.0,189.0,15.0,13.0,960,540
2210,36.833,1531.0,189.0,15.0,13.0,960,540
2211,36.85,1531.0,189.0,15.0,13.0,960,540
2212,36.867,1531.0,189.0,15.0,13.0,960,540
2213,36.883,1531.0,189.0,15.0,13.0,960,540
2214,36.9,1531.0,191.0,15.0,13.0,960,540
2215,36.917,1530.0,195.0,15.0,13.0,960,540
2216,36.933,1529.0,202.0,15.0,13.0,960,540
2217,36.95,1523.0,217.0,15.0,13.0,960,540
2218,36.967,1519.0,231.0,15.0,13.0,960,540
2219,36.983,1512.0,246.0,15.0,13.0,960,540
2220,37.0,1506.0,267.0,15.0,13.0,960,540
2221,37.017,1502.0,283.0,15.0,13.0,960,540
2222,37.033,1500.0,297.0,15.0,13.0,960,540
2223,37.05,1496.0,313.0,15.0,13.0,960,540
2224,37.067,1495.0,322.0,15.0,13.0,960,540
2225,37.083,1493.0,329.0,15.0,13.0,960,540
2226,37.1,1492.0,337.0,15.0,13.0,960,540
2227,37.117,1492.0,340.0,15.0,13.0,960,540
2228,37.133,1490.0,342.0,15.0,13.0,960,540
2229,37.15,1490.0,343.0,15.0,13.0,960,540
2230,37.167,1490.0,344.0,15.0,13.0,960,540
2231,37.183,1490.0,344.0,15.0,13.0,960,540
2232,37.2,1489.0,346.0,15.0,13.0,960,540
2233,37.217,1487.0,347.0,15.0,13.0,960,540
2234,37.233,1486.0,351.0,15.0,13.0,960,540
2235,37.25,1484.0,354.0,15.0,13.0,960,540
2236,37.267,1484.0,358.0,15.0,13.0,960,540
2237,37.283,1484.0,358.0,15.0,13.0,960,540
2238,37.3,1484.0,359.0,15.0,13.0,960,540
2239,37.317,1484.0,359.0,15.0,13.0,960,540
2240,37.333,1484.0,359.0,15.0,13.0,960,540
2241,37.35,1484.0,359.0,15.0,13.0,960,540
2242,37.367,1478.0,357.0,15.0,13.0,960,540
2243,37.383,1468.0,354.0,15.0,13.0,960,540
2244,37.4,1452.0,351.0,15.0,13.0,960,540
2245,37.417,1437.0,348.0,15.0,13.0,960,540
2246,37.433,,,,,960,540
2247,37.45,953.0,234.0,10.0,9.0,960,540
2248,37.467,,,,,960,540
2249,37.483,919.0,223.0,10.0,11.0,960,540
2250,37.5,909.0,218.0,10.0,11.0,960,540
2251,37.517,903.0,214.0,10.0,11.0,960,540
2252,37.533,901.0,211.0,10.0,11.0,960,540
2253,37.55,901.0,209.0,10.0,11.0,960,540
2254,37.567,900.0,208.0,10.0,11.0,960,540
2255,37.583,898.0,206.0,10.0,11.0,960,540
2256,37.6,897.0,206.0,10.0,11.0,960,540
2257,37.617,896.0,205.0,10.0,11.0,960,540
2258,37.633,895.0,206.0,10.0,11.0,960,540
2259,37.65,895.0,205.0,10.0,11.0,960,540
2260,37.667,895.0,205.0,10.0,11.0,960,540
2261,37.683,895.0,205.0,10.0,11.0,960,540
2262,37.7,895.0,205.0,10.0,11.0,960,540
2263,37.717,894.0,205.0,10.0,11.0,960,540
2264,37.733,895.0,206.0,10.0,11.0,960,540
2265,37.75,897.0,209.0,10.0,11.0,960,540
2266,37.767,899.0,215.0,10.0,11.0,960,540
2267,37.783,908.0,227.0,10.0,11.0,960,540
2268,37.8,,,,,960,540
2269,37.817,940.0,265.0,9.0,10.0,960,540
2270,37.833,947.0,274.0,9.0,10.0,960,540
2271,37.85,,,,,960,540
2272,37.867,1665.0,200.0,19.0,15.0,960,540
2273,37.883,1677.0,205.0,19.0,15.0,960,540
2274,37.9,1693.0,213.0,19.0,15.0,960,540
2275,37.917,1713.0,224.0,19.0,15.0,960,540
2276,37.933,1720.0,227.0,19.0,15.0,960,540
2277,37.95,1725.0,232.0,19.0,15.0,960,540
2278,37.967,1731.0,239.0,19.0,15.0,960,540
2279,37.983,1733.0,241.0,19.0,15.0,960,540
2280,38.0,1733.0,244.0,19.0,15.0,960,540
2281,38.017,1732.0,248.0,19.0,15.0,960,540
2282,38.033,1732.0,248.0,19.0,15.0,960,540
2283,38.05,1731.0,250.0,19.0,15.0,960,540
2284,38.067,1726.0,251.0,19.0,15.0,960,540
2285,38.083,1724.0,251.0,19.0,15.0,960,540
2286,38.1,1721.0,253.0,19.0,15.0,960,540
2287,38.117,1717.0,255.0,19.0,15.0,960,540
2288,38.133,1717.0,255.0,19.0,15.0,960,540
2289,38.15,1716.0,257.0,19.0,15.0,960,540
2290,38.167,1717.0,256.0,19.0,15.0,960,540
2291,38.183,1717.0,257.0,19.0,15.0,960,540
2292,38.2,1717.0,257.0,19.0,15.0,960,540
2293,38.217,1718.0,258.0,19.0,15.0,960,540
2294,38.233,1715.0,266.0,19.0,15.0,960,540
2295,38.25,1711.0,270.0,19.0,15.0,960,540
2296,38.267,1703.0,282.0,19.0,15.0,960,540
2297,38.283,1692.0,297.0,19.0,15.0,960,540
2298,38.3,,,,,960,540
2299,38.317,1420.0,534.0,14.0,11.0,960,540
2300,38.333,1410.0,546.0,14.0,11.0,960,540
2301,38.35,,,,,960,540
2302,38.367,1386.0,578.0,12.0,10.0,960,540
2303,38.383,1378.0,589.0,12.0,10.0,960,540
2304,38.4,1370.0,603.0,12.0,10.0,960,540
2305,38.417,1367.0,608.0,12.0,10.0,960,540
2306,38.433,1364.0,614.0,12.0,10.0,960,540
2307,38.45,1359.0,620.0,12.0,10.0,960,540
2308,38.467,1357.0,623.0,12.0,10.0,960,540
2309,38.483,1355.0,626.0,12.0,10.0,960,540
2310,38.5,1354.0,629.0,12.0,10.0,960,540
2311,38.517,1354.0,630.0,12.0,10.0,960,540
2312,38.533,1353.0,631.0,12.0,10.0,960,540
2313,38.55,1353.0,633.0,12.0,10.0,960,540
2314,38.567,1354.0,635.0,12.0,10.0,960,540
2315,38.583,1354.0,636.0,12.0,10.0,960,540
2316,38.6,1358.0,636.0,12.0,10.0,960,540
2317,38.617,1360.0,636.0,12.0,10.0,960,540
2318,38.633,1361.0,636.0,12.0,10.0,960,540
2319,38.65,1363.0,635.0,12.0,10.0,960,540
2320,38.667,1363.0,635.0,12.0,10.0,960,540
2321,38.683,1363.0,635.0,12.0,10.0,960,540
2322,38.7,1363.0,635.0,12.0,10.0,960,540
2323,38.717,1363.0,635.0,12.0,10.0,960,540
2324,38.733,1363.0,635.0,12.0,10.0,960,540
2325,38.75,1361.0,635.0,12.0,10.0,960,540
2326,38.767,1345.0,631.0,12.0,10.0,960,540
2327,38.783,1332.0,629.0,12.0,10.0,960,540
2328,38.8,,,,,960,540
2329,38.817,1244.0,613.0,11.0,9.0,960,540
2330,38.833,,,,,960,540
2331,38.85,1177.0,604.0,11.0,9.0,960,540
2332,38.867,,,,,960,540
2333,38.883,1249.0,317.0,10.0,9.0,960,540
2334,38.9,,,,,960,540
2335,38.917,1177.0,314.0,10.0,8.0,960,540
2336,38.933,1165.0,313.0,10.0,8.0,960,540
2337,38.95,1151.0,312.0,10.0,8.0,960,540
2338,38.967,1136.0,309.0,10.0,8.0,960,540
2339,38.983,1132.0,308.0,10.0,8.0,960,540
2340,39.0,1128.0,306.0,10.0,8.0,960,540
2341,39.017,1125.0,302.0,10.0,8.0,960,540
2342,39.033,1124.0,300.0,10.0,8.0,960,540
2343,39.05,1122.0,298.0,10.0,8.0,960,540
2344,39.067,1121.0,295.0,10.0,8.0,960,540
2345,39.083,1121.0,293.0,10.0,8.0,960,540
2346,39.1,1121.0,292.0,10.0,8.0,960,540
2347,39.117,1121.0,289.0,10.0,8.0,960,540
2348,39.133,1120.0,288.0,10.0,8.0,960,540
2349,39.15,1120.0,287.0,10.0,8.0,960,540
2350,39.167,1119.0,285.0,10.0,8.0,960,540
2351,39.183,1118.0,284.0,10.0,8.0,960,540
2352,39.2,1119.0,283.0,10.0,8.0,960,540
2353,39.217,1118.0,283.0,10.0,8.0,960,540
2354,39.233,1118.0,282.0,10.0,8.0,960,540
2355,39.25,1118.0,282.0,10.0,8.0,960,540
2356,39.267,1117.0,282.0,10.0,8.0,960,540
2357,39.283,1117.0,281.0,10.0,8.0,960,540
2358,39.3,1117.0,280.0,10.0,8.0,960,540
2359,39.317,1116.0,279.0,10.0,8.0,960,540
2360,39.333,1115.0,277.0,10.0,8.0,960,540
2361,39.35,1112.0,273.0,10.0,8.0,960,540
2362,39.367,1106.0,267.0,10.0,8.0,960,540
2363,39.383,,,,,960,540
2364,39.4,,,,,960,540
2365,39.417,1043.0,228.0,9.0,10.0,960,540
2366,39.433,1029.0,222.0,9.0,10.0,960,540
2367,39.45,,,,,960,540
2368,39.467,,,,,960,540
2369,39.483,967.0,196.0,9.0,9.0,960,540
2370,39.5,,,,,960,540
2371,39.517,,,,,960,540
2372,39.533,915.0,180.0,9.0,9.0,960,540
2373,39.55,911.0,178.0,9.0,9.0,960,540
2374,39.567,906.0,174.0,9.0,9.0,960,540
2375,39.583,904.0,174.0,9.0,9.0,960,540
2376,39.6,903.0,173.0,9.0,9.0,960,540
2377,39.617,902.0,173.0,9.0,9.0,960,540
2378,39.633,900.0,171.0,9.0,9.0,960,540
2379,39.65,899.0,170.0,9.0,9.0,960,540
2380,39.667,898.0,170.0,9.0,9.0,960,540
2381,39.683,896.0,169.0,9.0,9.0,960,540
2382,39.7,895.0,169.0,9.0,9.0,960,540
2383,39.717,895.0,169.0,9.0,9.0,960,540
2384,39.733,896.0,169.0,9.0,9.0,960,540
2385,39.75,895.0,169.0,9.0,9.0,960,540
2386,39.767,895.0,169.0,9.0,9.0,960,540
2387,39.783,895.0,169.0,9.0,9.0,960,540
2388,39.8,896.0,169.0,9.0,9.0,960,540
2389,39.817,895.0,170.0,9.0,9.0,960,540
2390,39.833,897.0,171.0,9.0,9.0,960,540
2391,39.85,904.0,177.0,9.0,9.0,960,540
2392,39.867,,,,,960,540
2393,39.883,726.0,441.0,11.0,10.0,960,540
2394,39.9,,,,,960,540
2395,39.917,788.0,457.0,10.0,9.0,960,540
2396,39.933,,,,,960,540
2397,39.95,,,,,960,540
2398,39.967,1086.0,237.0,9.0,9.0,960,540
2399,39.983,1095.0,239.0,9.0,9.0,960,540
2400,40.0,1107.0,242.0,9.0,9.0,960,540
2401,40.017,1118.0,247.0,9.0,9.0,960,540
2402,40.033,1125.0,252.0,9.0,9.0,960,540
2403,40.05,1128.0,254.0,9.0,9.0,960,540
2404,40.067,1130.0,257.0,9.0,9.0,960,540
2405,40.083,1131.0,260.0,9.0,9.0,960,540
2406,40.1,1131.0,262.0,9.0,9.0,960,540
2407,40.117,1131.0,264.0,9.0,9.0,960,540
2408,40.133,1130.0,265.0,9.0,9.0,960,540
2409,40.15,1129.0,267.0,9.0,9.0,960,540
2410,40.167,1127.0,268.0,9.0,9.0,960,540
2411,40.183,1125.0,270.0,9.0,9.0,960,540
2412,40.2,1124.0,271.0,9.0,9.0,960,540
2413,40.217,1122.0,272.0,9.0,9.0,960,540
2414,40.233,1117.0,273.0,9.0,9.0,960,540
2415,40.25,1116.0,273.0,9.0,9.0,960,540
2416,40.267,1115.0,273.0,9.0,9.0,960,540
2417,40.283,1115.0,273.0,9.0,9.0,960,540
2418,40.3,1114.0,274.0,9.0,9.0,960,540
2419,40.317,1114.0,273.0,9.0,9.0,960,540
2420,40.333,1114.0,274.0,9.0,9.0,960,540
2421,40.35,1114.0,274.0,9.0,9.0,960,540
2422,40.367,1115.0,274.0,9.0,9.0,960,540
2423,40.383,1116.0,276.0,9.0,9.0,960,540
2424,40.4,1123.0,278.0,9.0,9.0,960,540
2425,40.417,1132.0,281.0,9.0,9.0,960,540
2426,40.433,1141.0,284.0,9.0,9.0,960,540
2427,40.45,1151.0,284.0,9.0,9.0,960,540
2428,40.467,1161.0,286.0,9.0,9.0,960,540
2429,40.483,1167.0,289.0,9.0,9.0,960,540
2430,40.5,1171.0,291.0,9.0,9.0,960,540
2431,40.517,1174.0,294.0,9.0,9.0,960,540
2432,40.533,1178.0,296.0,9.0,9.0,960,540
2433,40.55,1179.0,297.0,9.0,9.0,960,540
2434,40.567,1179.0,297.0,9.0,9.0,960,540
